ECN_CODE,PLNTT_CODE_SHORT,PLNTT_CODE,BRC_CODE_short,BRC_CODE,BRC_CONCEPT,NBN,ECN_name_plus_extras,BRC_NAME,PLABRYATT_VTA.NAME,DESC_ABBR,GROWTH_STAGE,PHYLUM,TX_LV_ECN,TX_LV_BRC_PLNTT,PLANT_TYPE,Tjan,Tjul,Prec,E1,E2,L,F,R,N,S,HM,Ord,FamA,VTR.Taxon.name,Competitor,Ruderal,Stress.Tolerant,BRC.V.PLNATT,match.comment,gbif.matched_name,gbif.classification_path,gbif.classification_path_ranks,gbif.classification_path_ids,gbif.taxon_id,gbif.score
2983,0920_548,0920   548,0920_548,902 548,Vas_548,,Cornus sanguinea (g),Cornus sanguinea,Cornus sanguinea,cornu sangu (g),(g),vascular,spp,spp,,3.668504065,15.79084553,810.0502622,7,3,7,5,7,6,0,NA,Corn,Corn,Cornus sanguinea,2,0,2,match,,Cornus sanguinea L.,Plantae|Tracheophyta|Magnoliopsida|Cornales|Cornaceae|Cornus|Cornus sanguinea,kingdom|phylum|class|order|family|genus|species,6|7707728|220|949|6713|3082226|3082234,3082234,0.988
1325,0920_548,0920   548,0920_548,902 548,Vas_548,,Cornus sanguinea (s),Cornus sanguinea,Cornus sanguinea,cornu sangu (s),(s),vascular,spp,spp,,3.668504065,15.79084553,810.0502622,7,3,7,5,7,6,0,NA,Corn,Corn,Cornus sanguinea,2,0,2,match,,Cornus sanguinea L.,Plantae|Tracheophyta|Magnoliopsida|Cornales|Cornaceae|Cornus|Cornus sanguinea,kingdom|phylum|class|order|family|genus|species,6|7707728|220|949|6713|3082226|3082234,3082234,0.988
2757,0920_557,0920   557,0920_557,902 557,Vas_557,,Corylus avellana (c),Corylus avellana,Corylus avellana,,(c),vascular,spp,spp,,3.517758827,14.5740006,1094.454904,7,3,4,5,6,6,0,NA,Faga,Betu,Corylus avellana,2,0,2,match,,Corylus avellana L.,Plantae|Tracheophyta|Magnoliopsida|Fagales|Betulaceae|Corylus|Corylus avellana,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1354|4688|2875967|2875979,2875979,0.988
2610,0920_557,0920   557,0920_557,902 557,Vas_557,,Corylus avellana (g),Corylus avellana,Corylus avellana,,(g),vascular,spp,spp,,3.517758827,14.5740006,1094.454904,7,3,4,5,6,6,0,NA,Faga,Betu,Corylus avellana,2,0,2,match,,Corylus avellana L.,Plantae|Tracheophyta|Magnoliopsida|Fagales|Betulaceae|Corylus|Corylus avellana,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1354|4688|2875967|2875979,2875979,0.988
441,0920_557,0920   557,0920_557,902 557,Vas_557,,Corylus avellana (s),Corylus avellana,Corylus avellana,coryl avell (s),(s),vascular,spp,spp,,3.517758827,14.5740006,1094.454904,7,3,4,5,6,6,0,NA,Faga,Betu,Corylus avellana,2,0,2,match,,Corylus avellana L.,Plantae|Tracheophyta|Magnoliopsida|Fagales|Betulaceae|Corylus|Corylus avellana,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1354|4688|2875967|2875979,2875979,0.988
2690,0920_570,0920   570,0920_570,902 570,Vas_570,,Crataegus laevigata,Crataegus laevigata,Crataegus laevigata,,,vascular,spp,spp,,3.531538462,16.18175585,673.6419356,7,3,5,5,7,5,0,NA,Rosa,Rosa,Crataegus laevigata,NA,NA,NA,match,,Crataegus laevigata DC.,Plantae|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Crataegus|Crataegus laevigata,kingdom|phylum|class|order|family|genus|species,6|7707728|220|691|5015|3013395|8252683,8252683,0.988
2750,0920_569,0920   569,0920_569,902 569,Vas_569,,Crataegus monogyna (c),Crataegus monogyna,Crataegus monogyna,,(c),vascular,spp,spp,,3.607788769,14.65204539,1073.06348,7,3,6,5,7,6,0,NA,Rosa,Rosa,Crataegus monogyna,2,0,2,match,,Crataegus monogyna Ledeb.,Plantae|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Crataegus|Crataegus monogyna,kingdom|phylum|class|order|family|genus|species,6|7707728|220|691|5015|3013395|7755128,7755128,0.988
2611,0920_569,0920   569,0920_569,902 569,Vas_569,,Crataegus monogyna (g),Crataegus monogyna,Crataegus monogyna,crata monog (g),(g),vascular,spp,spp,,3.607788769,14.65204539,1073.06348,7,3,6,5,7,6,0,NA,Rosa,Rosa,Crataegus monogyna,2,0,2,match,,Crataegus monogyna Ledeb.,Plantae|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Crataegus|Crataegus monogyna,kingdom|phylum|class|order|family|genus|species,6|7707728|220|691|5015|3013395|7755128,7755128,0.988
445,0920_569,0920   569,0920_569,902 569,Vas_569,,Crataegus monogyna (s),Crataegus monogyna,Crataegus monogyna,crata monog (s),(s),vascular,spp,spp,,3.607788769,14.65204539,1073.06348,7,3,6,5,7,6,0,NA,Rosa,Rosa,Crataegus monogyna,2,0,2,match,,Crataegus monogyna Ledeb.,Plantae|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Crataegus|Crataegus monogyna,kingdom|phylum|class|order|family|genus|species,6|7707728|220|691|5015|3013395|7755128,7755128,0.988
446,0920_571,0920   571,,,,,Crepis biennis,,Crepis biennis,,,vascular,spp,spp,forb,3.661631944,16.330625,710.7663542,7,3,8,5,7,6,0,NA,Aste,Aste,Crepis biennis,0.675,2.65,0.675,match,,Crepis biennis L.,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Crepis|Crepis biennis,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|3065|3143303|5403531,5403531,0.988
447,0920_572,0920   572,0920_572,902 572,Vas_572,,Crepis capillaris,Crepis capillaris,Crepis capillaris,crep capil,,vascular,spp,spp,,3.618734288,14.62294943,1073.873436,7,3,7,4,7,4,0,NA,Aste,Aste,Crepis capillaris,0,3,1,match,,Crepis capillaris (L.) Wallr. Wallr. (L.),Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Crepis|Crepis capillaris,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|3065|3143303|5403304,5403304,0.988
449,0920_576,0920   576,0920_576,902 576,Vas_576,,Crepis paludosa,Crepis paludosa,Crepis paludosa,,,vascular,spp,spp,,2.681158657,13.44219223,1334.285421,5,3,6,7,6,4,0,NA,Aste,Aste,Crepis paludosa,1.333333333,1.333333333,1.333333333,match,,Crepis paludosa Moench,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Crepis|Crepis paludosa,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|3065|3143303|5403296,5403296,0.988
450,0920_578,0920   578,,,,,Crepis vesicaria,,Crepis vesicaria,,,vascular,spp,spp,forb,4.077482061,15.68794521,858.1159198,,,8,5,7,7,0,NA,Aste,Aste,Crepis vesicaria,1,3,0,match,,Crepis vesicaria L.,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Crepis|Crepis vesicaria,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|3065|3143303|5403709,5403709,0.988
7002,0920_580,0920   580,,,,,Crocosmia pottsii x aurea = C. x crocosmiiflora,,Crocosmia aurea x pottsii (C. x crocosmiiflora),,,vascular,hyb,hyb,,3.957970615,14.63752525,1128.744921,,,7,6,4,4,0,NA,Aspa,Irid,Crocosmia aurea x pottsii (C. x crocosmiiflora),NA,NA,NA,match,,NA,NA,NA,NA,NA,NA
453,0920_580,0920   580,,,,,Tritonia x crocosmiflora,,Crocosmia aurea x pottsii (C. x crocosmiiflora),,,vascular,hyb,hyb,forb,3.957970615,14.63752525,1128.744921,,,7,6,4,4,0,NA,Aspa,Irid,Crocosmia aurea x pottsii (C. x crocosmiiflora),NA,NA,NA,resolved,used NBN preferred,NA,NA,NA,NA,NA,NA
455,0920_875,0920   875,0920_875,902 875,Vas_875,,Cruciata laevipes,Cruciata laevipes,Cruciata laevipes,,,vascular,spp,spp,,3.247947154,15.18058943,891.502002,7,4,6,5,7,5,0,NA,Gent,Rubi,Cruciata laevipes,1.333333333,1.333333333,1.333333333,match,,Cruciata laevipes Opiz,Plantae|Tracheophyta|Magnoliopsida|Gentianales|Rubiaceae|Cruciata|Cruciata laevipes,kingdom|phylum|class|order|family|genus|species,6|7707728|220|412|8798|2908322|5338920,5338920,0.988
456,0910_586,0910   586,0910_586,902 586,Vas_586,,Cryptogramma crispa,Cryptogramma crispa,Cryptogramma crispa,,,vascular,spp,spp,,1.847423313,12.85075665,1678.095936,4,3,7,5,2,3,0,NA,Poly,Adia,Cryptogramma crispa,NA,NA,NA,match,,Cryptogramma crispa Bedd.,Plantae|Tracheophyta|Polypodiopsida|Polypodiales|Pteridaceae|Cryptogramma|Cryptogramma brunoniana|Cryptogramma brunoniana brunoniana,kingdom|phylum|class|order|family|genus|species|subspecies,6|7707728|7228684|392|2367|2651806|7335550|8508842,7752899,0.988
3077,0920_589,0920   589,,,,,Cuscuta epithymum,,Cuscuta epithymum,,,vascular,spp,spp,,4.258257576,15.92223485,846.4876278,8,4,7,6,2,2,0,NA,Sola,Conv,Cuscuta epithymum,NA,NA,NA,match,,Cuscuta epithymum Murray,Plantae|Tracheophyta|Magnoliopsida|Solanales|Convolvulaceae|Cuscuta|Cuscuta epithymum,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1176|2389|2927479|7574741,7574741,0.988
459,0920_596,0920   596,0920_596,902 596,Vas_596,,Cynoglossum officinale,Cynoglossum officinale,Cynoglossum officinale,,,vascular,spp,spp,,3.882513158,15.81246053,780.2316711,7,4,8,4,8,6,1,NA,Unpl,Bora,Cynoglossum officinale,2,2,0,match,,Cynoglossum officinale L.,Plantae|Tracheophyta|Magnoliopsida|Boraginales|Boraginaceae|Cynoglossum|Cynoglossum officinale,kingdom|phylum|class|order|family|genus|species,6|7707728|220|7226464|2498|2925812|2925815,2925815,0.988
460,0920_597,0920   597,0920_597,902 597,Vas_597,,Cynosurus cristatus,Cynosurus cristatus,Cynosurus cristatus,cynos crist,,vascular,spp,spp,,3.541004875,14.46399512,1102.805696,7,3,7,5,6,4,0,NA,Poal,Poac,Cynosurus cristatus,0.675,2.65,0.675,match,,Cynosurus cristatus L.,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Cynosurus|Cynosurus cristatus,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2704393|2704395,2704395,0.988
463,0910_603,0910   603,0910_603,902 603,Vas_603,,Cystopteris fragilis,Cystopteris fragilis,Cystopteris fragilis,,,vascular,spp,spp,,2.609755539,13.4723835,1360.889691,3,6,6,7,8,4,0,NA,Poly,Wood,Cystopteris fragilis,0.6,1.7,1.7,match,,Cystopteris fragilis (L.) Bernh. Bernh. (L.),Plantae|Tracheophyta|Polypodiopsida|Polypodiales|Cystopteridaceae|Cystopteris|Cystopteris fragilis,kingdom|phylum|class|order|family|genus|species,6|7707728|7228684|392|4021011|2650798|2650818,2650818,0.988
3042,0920_1822,0920  1822,0920_1822,902 1822,Vas_1822,,Cytisus scoparius (g),Cytisus scoparius,Cytisus scoparius,,(g),vascular,spp,spp,,3.380126404,14.56138343,1084.847647,7,3,8,5,4,4,0,NA,Faba,Faba,Cytisus scoparius,2,0,2,match,,Cytisus scoparius (L.) Link Link (L.),Plantae|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Cytisus|Cytisus scoparius,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1370|5386|8089532|5354656,5354656,0.988
465,0920_607,0920   607,0920_607,902 607,Vas_607,,Dactylis glomerata,Dactylis glomerata,Dactylis glomerata,dacts glome,,vascular,spp,spp,,3.573628922,14.50885675,1090.54581,8,4,7,5,7,6,0,NA,Poal,Poac,Dactylis glomerata,2.65,0.675,0.675,match,,Dactylis glomerata L.,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Dactylis|Dactylis glomerata,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2705307|2705308,2705308,0.988
466,0920_608,0920   608,0920_608,902 608,Vas_608,,Dactylorhiza fuchsii,Dactylorhiza fuchsii,Dactylorhiza fuchsii,,,vascular,spp,spp,,3.548492143,14.66376128,1062.951991,7,4,7,8,7,3,0,NA,Aspa,Orch,Dactylorhiza fuchsii,0,2,2,match,,Dactylorhiza fuchsii (Druce) Soó Soó (Druce),Plantae|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Dactylorhiza|Dactylorhiza fuchsii,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1169|7689|2809736|2810677,2810677,0.988
467,0920_609,0920   609,0920_609,902 609,Vas_609,,Dactylorhiza incarnata,Dactylorhiza incarnata,Dactylorhiza incarnata,,,vascular,spp,spp,,3.563346509,14.36517128,1126.610978,5,4,8,9,6,2,0,NA,Aspa,Orch,Dactylorhiza incarnata,0,2,2,match,,Dactylorhiza incarnata (L.) Soó Soó (L.),Plantae|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Dactylorhiza|Dactylorhiza incarnata,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1169|7689|2809736|8248593,8248593,0.988
468,0920_610,0920   610,0920_610.1,902 610.1,Vas_610.1,,Dactylorhiza maculata ericetorum,Dactylorhiza maculata subsp. ericetorum,Dactylorhiza maculata,,,vascular,subsp,spp,,3.385066716,14.05565234,1220.65115,5,4,7,7,3,2,0,NA,Aspa,Orch,Dactylorhiza maculata,0,2,2,resolved,matched to spp not subsp,Dactylorhiza maculata (L.) Soó Soó (L.),Plantae|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Dactylorhiza|Dactylorhiza maculata,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1169|7689|2809736|8179794,8179794,0.988
469,0920_612,0920   612,,,,,Dactylorhiza praetermissa,,Dactylorhiza praetermissa,,,vascular,spp,spp,forb,3.946699605,15.85771739,849.0077446,7,1,8,8,7,3,0,NA,Aspa,Orch,Dactylorhiza praetermissa,0,2,2,match,,Dactylorhiza praetermissa (Druce) Soó Soó (Druce),Plantae|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Dactylorhiza|Dactylorhiza praetermissa,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1169|7689|2809736|7631065,7631065,0.988
470,0920_613,0920   613,0920_613,902 613,Vas_613,,Dactylorhiza purpurella,Dactylorhiza purpurella,Dactylorhiza purpurella,,,vascular,spp,spp,,3.069259259,13.4905037,1243.551794,4,1,8,8,7,2,1,NA,Aspa,Orch,Dactylorhiza purpurella,0,2,2,match,,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó Soó (T.Stephenson & T.A.Stephenson),Plantae|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Dactylorhiza|Dactylorhiza purpurella,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1169|7689|2809736|2810246,2810246,0.988
1249,0920_1915,0920  1915,0920_1915,902 1915,Vas_1915,,Danthonia decumbens,Danthonia decumbens,Danthonia decumbens,,,vascular,spp,spp,,3.490305897,14.2826427,1160.210693,7,3,7,6,4,2,0,NA,Poal,Poac,Danthonia decumbens,0.675,0.675,2.65,match,,Danthonia decumbens DC.,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Danthonia|Danthonia decumbens,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2703248|2703250,2703250,0.988
475,0920_5474,0920  5474,0920_5474,902 5474,Vas_5474,,Daucus carota,Daucus carota,Daucus carota,dauc carot,,vascular,spp,spp,,4.017558007,15.04184861,988.8841575,8,4,8,4,7,3,2,NA,Apia,Apia,Daucus carota,0.6,1.7,1.7,match,,Daucus carota L.,Plantae|Tracheophyta|Magnoliopsida|Apiales|Apiaceae|Daucus|Daucus carota,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1351|6720|3034740|3034742,3034742,0.988
477,0920_627,0920   627,0920_627.1,902 627.1,Vas_627.1,,Deschampsia cespitosa cespitosa,Deschampsia cespitosa subsp. cespitosa,Deschampsia cespitosa,desc cespi,,vascular,subsp,spp,,3.459199886,14.4441287,1098.880417,3,6,6,6,5,4,0,NA,Poal,Poac,Deschampsia cespitosa,1.7,0.6,1.7,resolved,matched to spp not subsp,Deschampsia cespitosa (L.) P.Beauv. P.Beauv. (L.),Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Deschampsia|Deschampsia cespitosa,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2703131|8059811,8059811,0.988
478,0920_628,0920   628,0920_628,902 628,Vas_628,,Deschampsia flexuosa,Deschampsia flexuosa,Deschampsia flexuosa,desc flexu,,vascular,spp,spp,,3.24068082,14.14991581,1176.662501,5,3,6,5,2,3,0,NA,Poal,Poac,Deschampsia flexuosa,1,0,3,match,,Deschampsia flexuosa (L.) Trin. Trin. (L.),Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Avenella|Avenella flexuosa,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|3232716|4149465,2703179,0.988
482,0920_640,0920   640,0920_640,902 640,Vas_640,,Digitalis purpurea,Digitalis purpurea,Digitalis purpurea,digi purpu,,vascular,spp,spp,,3.469432327,14.45446669,1120.394281,8,2,6,6,4,5,0,NA,Lami,Plan,Digitalis purpurea,0.6,1.7,1.7,match,,Digitalis purpurea,Animalia|Arthropoda|Insecta|Hemiptera|Cicadellidae|Digitalis|Digitalis purpurea,kingdom|phylum|class|order|family|genus|species,1|54|216|809|9647|2029486|10349667,10349667,0.988
817,0910_1213,0910  1213,0910_1213,902 1213,Vas_1213,,Diphasium alpinum,Diphasiastrum alpinum,Diphasiastrum alpinum,,,vascular,spp,spp,,1.883129252,12.44828231,1685.877219,1,6,7,5,2,2,0,NA,Lyco,Lyco,Diphasiastrum alpinum,NA,NA,NA,match,,Diphasiastrum alpinum (L.) Holub Holub (L.),Plantae|Tracheophyta|Lycopodiopsida|Lycopodiales|Lycopodiaceae|Diphasiastrum|Diphasiastrum alpinum,kingdom|phylum|class|order|family|genus|species,6|7707728|245|421|6725|6385542|2688420,2688420,0.988
493,0920_655,0920   655,,,,,Drosera intermedia,,Drosera intermedia,,,vascular,spp,spp,forb,3.714836879,14.14729078,1336.5715,7,2,8,9,2,1,0,NA,Cary,Dros,Drosera intermedia,NA,NA,NA,match,,Drosera intermedia Hayne,Plantae|Tracheophyta|Magnoliopsida|Caryophyllales|Droseraceae|Drosera|Drosera intermedia,kingdom|phylum|class|order|family|genus|species,6|7707728|220|422|5399|3190721|3191157,3191157,0.988
494,0920_657,0920   657,0920_657,902 657,Vas_657,,Drosera rotundifolia,Drosera rotundifolia,Drosera rotundifolia,,,vascular,spp,spp,,3.302470004,13.87529996,1268.931693,5,6,8,9,2,1,0,NA,Cary,Dros,Drosera rotundifolia,0,2,2,match,,Drosera rotundifolia L.,Plantae|Tracheophyta|Magnoliopsida|Caryophyllales|Droseraceae|Drosera|Drosera rotundifolia,kingdom|phylum|class|order|family|genus|species,6|7707728|220|422|5399|3190721|3191030,3191030,0.988
498,0910_662,0910   662,0910_662,902 662,Vas_662,,Dryopteris borreri,Dryopteris affinis,Dryopteris affinis,,,vascular,spp,spp,,3.465920837,14.33403337,1160.466278,7,3,5,6,5,5,0,NA,Poly,Dryo,Dryopteris affinis,1.7,0.6,1.7,match,,Dryopteris affinis Newm.,Plantae|Tracheophyta|Polypodiopsida|Polypodiales|Dryopteridaceae|Dryopteris|Dryopteris caucasica,kingdom|phylum|class|order|family|genus|species,6|7707728|7228684|392|2373|2651126|8601093,8313207,0.988
501,0910_666,0910   666,0910_666,902 666,Vas_666,,Dryopteris carthusiana,Dryopteris carthusiana,Dryopteris carthusiana,dryo carth,,vascular,spp,spp,,3.318233471,14.63288223,1075.193368,5,4,6,8,5,4,0,NA,Poly,Dryo,Dryopteris carthusiana,1.7,0.6,1.7,match,,Dryopteris carthusiana (Vill.) H.P.Fuchs H.P.Fuchs (Vill.),Plantae|Tracheophyta|Polypodiopsida|Polypodiales|Dryopteridaceae|Dryopteris|Dryopteris carthusiana,kingdom|phylum|class|order|family|genus|species,6|7707728|7228684|392|2373|2651126|5275149,5275149,0.988
499,0910_661,0910   661,0910_661,902 661,Vas_661,,Dryopteris dilatata,Dryopteris dilatata,Dryopteris dilatata,dryo dilat,,vascular,spp,spp,,3.516909645,14.42377772,1114.25546,7,3,5,6,4,5,0,NA,Poly,Dryo,Dryopteris dilatata,1.7,0.6,1.7,match,,Dryopteris dilatata A.Gray,Plantae|Tracheophyta|Polypodiopsida|Polypodiales|Dryopteridaceae|Dryopteris|Dryopteris dilatata,kingdom|phylum|class|order|family|genus|species,6|7707728|7228684|392|2373|2651126|5275103,5275103,0.988
500,0910_665,0910   665,0910_665,902 665,Vas_665,,Dryopteris filix-mas,Dryopteris filix-mas,Dryopteris filix-mas,dryo filix,,vascular,spp,spp,,3.527582541,14.50360381,1095.581376,7,6,5,6,5,5,0,NA,Poly,Dryo,Dryopteris filix-mas,2,0,2,match,,Dryopteris filix-mas (L.) Schott. Schott. (L.),Plantae|Tracheophyta|Polypodiopsida|Polypodiales|Dryopteridaceae|Dryopteris|Dryopteris filix-mas,kingdom|phylum|class|order|family|genus|species,6|7707728|7228684|392|2373|2651126|5275132,5275132,0.988
504,0920_670,0920   670,0920_670,902 670,Vas_670,,Echium vulgare,Echium vulgare,Echium vulgare,,,vascular,spp,spp,,3.819423942,15.62043204,822.1675585,7,4,8,4,7,4,1,NA,Unpl,Bora,Echium vulgare,0.675,2.65,0.675,match,,Echium vulgare L.,Plantae|Tracheophyta|Magnoliopsida|Boraginales|Boraginaceae|Echium|Echium vulgare,kingdom|phylum|class|order|family|genus|species,6|7707728|220|7226464|2498|2925888|2925892,2925892,0.988
508,0920_674,0920   674,0920_674,902 674,Vas_674,,Eleocharis multicaulis,Eleocharis multicaulis,Eleocharis multicaulis,,,vascular,spp,spp,,3.738846749,13.99501548,1348.439675,7,2,8,9,4,1,0,NA,Poal,Cype,Eleocharis multicaulis,NA,NA,NA,match,,Eleocharis multicaulis Sm.,Plantae|Tracheophyta|Liliopsida|Poales|Cyperaceae|Eleocharis|Eleocharis multicaulis,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|7708|2716791|7793322,7793322,0.988
509,0920_675,0920   675,,,,,Eleocharis palustris,,Eleocharis palustris,,,vascular,spp,spp,sedge,3.538354354,14.49167568,1098.455921,6,5,8,10,6,4,1,NA,Poal,Cype,Eleocharis palustris,2.65,0.675,0.675,match,,Eleocharis palustris F.Muell.,Plantae|Tracheophyta|Liliopsida|Poales|Cyperaceae|Eleocharis|Eleocharis palustris,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|7708|2716791|8014319,8014319,0.988
510,0920_677,0920   677,,,,,Eleocharis quinqueflora,,Eleocharis quinqueflora,,,vascular,spp,spp,sedge,3.082914172,13.54550233,1322.936472,5,3,9,9,7,2,0,NA,Poal,Cype,Eleocharis quinqueflora,1,0,3,match,,Eleocharis quinqueflora (Hartm.) O.Schwarz O.Schwarz (Hartm.),Plantae|Tracheophyta|Liliopsida|Poales|Cyperaceae|Eleocharis|Eleocharis quinqueflora,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|7708|2716791|2717493,2717493,0.988
511,0920_678,0920   678,,,,,Eleocharis uniglumis,,Eleocharis uniglumis,,,vascular,spp,spp,sedge,3.950850746,14.42097015,1181.747295,7,6,8,9,7,4,3,NA,Poal,Cype,Eleocharis uniglumis,NA,NA,NA,match,,Eleocharis uniglumis Schult. & Zinserl.,Plantae|Tracheophyta|Liliopsida|Poales|Cyperaceae|Eleocharis|Eleocharis uniglumis,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|7708|2716791|2717910,2717910,0.988
115,0920_7006,0920  7006,0920_7006,902 7006,Vas_7006,,Elymus caninus,Elymus caninus,Elymus caninus,,,vascular,spp,spp,,3.271485204,14.91458403,981.2968425,5,4,7,6,7,8,0,NA,Poal,Poac,Elymus caninus,1.7,0.6,1.7,match,,Elymus caninus Roth,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Elymus|Elymus repens|Elymus repens repens,kingdom|phylum|class|order|family|genus|species|subspecies,6|7707728|196|1369|3073|5290243|5290299|7226747,7556584,0.988
117,0920_32,0920    32,,,,,Elymus pycnanthus,,Elytrigia atherica,,,vascular,spp,spp,grass,4.603398533,15.89339853,863.2045232,8,3,9,6,7,6,4,NA,Poal,Poac,Elytrigia atherica,NA,NA,NA,match,,Elytrigia atherica (Link) Kerguélen Kerguélen (Link),Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Elymus|Elymus athericus,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|5290243|8766300,4154583,0.988
116,0920_28,0920    28,,,,,Elymus farctus boreali-atlanticus,,Elytrigia juncea,,,vascular,subsp,spp,grass,4.392386667,14.54989333,1050.09375,8,3,9,5,7,6,3,NA,Poal,Poac,Elytrigia juncea,NA,NA,NA,resolved,matched to spp not subsp,Elytrigia juncea (L.) Nevski Nevski (L.),Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Thinopyrum|Thinopyrum junceum,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2704132|8395719,2704160,0.988
118,0920_33,0920    33,0920_33,902 33,Vas_33,,Elymus repens,Elytrigia repens,Elytrigia repens,elym repen,,vascular,spp,spp,,3.632456088,14.64060435,1045.63061,6,4,7,5,7,7,2,NA,Poal,Poac,Elytrigia repens,0,3,1,match,,Elytrigia repens Desv.,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Elytrigia|Elytrigia repens,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2703302|7760886,7760886,0.988
514,0920_684,0920   684,0920_683,902 683,Vas_683,,Empetrum nigrum hermaphroditum,Empetrum nigrum subsp. hermaphroditum,Empetrum nigrum,,,vascular,subsp,spp,,2.718194444,13.19261995,1380.903258,2,6,7,6,2,1,0,NA,Eric,Eric,Empetrum nigrum,2,0,2,resolved,matched to spp not subsp,Empetrum nigrum L.,Plantae|Tracheophyta|Magnoliopsida|Ericales|Ericaceae|Empetrum|Empetrum nigrum,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1353|2505|2888367|8925249,8925249,0.988
515,0920_684,0920   684,0920_685,902 685,Vas_685,,Empetrum nigrum nigrum,Empetrum nigrum subsp. nigrum,Empetrum nigrum,empe nigru,,vascular,subsp,spp,,2.718194444,13.19261995,1380.903258,2,6,7,6,2,1,0,NA,Eric,Eric,Empetrum nigrum,2,0,2,resolved,matched to spp not subsp,Empetrum nigrum L.,Plantae|Tracheophyta|Magnoliopsida|Ericales|Ericaceae|Empetrum|Empetrum nigrum,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1353|2505|2888367|8925249,8925249,0.988
517,0920_688,0920   688,0920_688,902 688,Vas_688,,Epilobium adenocaulon,Epilobium ciliatum,Epilobium ciliatum,,,vascular,spp,spp,,3.654324886,15.02841296,972.2584742,,,7,6,6,6,0,NA,Myrt,Onag,Epilobium ciliatum,0.675,2.65,0.675,match,,Epilobium ciliatum Raf.,Plantae|Tracheophyta|Magnoliopsida|Myrtales|Onagraceae|Epilobium|Epilobium ciliatum,kingdom|phylum|class|order|family|genus|species,6|7707728|220|690|2430|3189067|9188840,9188840,0.988
521,0920_692,0920   692,0920_692,902 692,Vas_692,,Epilobium hirsutum,Epilobium hirsutum,Epilobium hirsutum,epil hirsu,,vascular,spp,spp,,3.789579654,15.01231014,971.0050618,8,5,7,8,7,7,0,NA,Myrt,Onag,Epilobium hirsutum,4,0,0,match,,Epilobium hirsutum L.,Plantae|Tracheophyta|Magnoliopsida|Myrtales|Onagraceae|Epilobium|Epilobium hirsutum,kingdom|phylum|class|order|family|genus|species,6|7707728|220|690|2430|3189067|3189172,3189172,0.988
