ECN_CODE,PLNTT_CODE_SHORT,PLNTT_CODE,BRC_CODE_short,BRC_CODE,BRC_CONCEPT,NBN,ECN_name_plus_extras,BRC_NAME,PLABRYATT_VTA.NAME,DESC_ABBR,GROWTH_STAGE,PHYLUM,TX_LV_ECN,TX_LV_BRC_PLNTT,PLANT_TYPE,Tjan,Tjul,Prec,E1,E2,L,F,R,N,S,HM,Ord,FamA,VTR.Taxon.name,Competitor,Ruderal,Stress.Tolerant,BRC.V.PLNATT,match.comment,gbif.matched_name,gbif.classification_path,gbif.classification_path_ranks,gbif.classification_path_ids,gbif.taxon_id,gbif.score
3411,0920_203,0920   203,,,,,Aster x salignus,,Aster lanceolatus x novi-belgii (A. x salignus),,,vascular,hyb,hyb,,3.777801047,15.63992147,889.8905105,,,7,5,7,6,1,NA,Aste,Aste,Aster lanceolatus x novi-belgii (A. x salignus),NA,NA,NA,match,,NA,NA,NA,NA,NA,NA
2795,0920_4494,0920  4494,,,,,Aster novi-belgii,,Aster novi-belgii,,,vascular,spp,spp,,3.714493007,15.2423951,936.4001093,,,7,6,7,6,1,NA,Aste,Aste,Aster novi-belgii,2.65,0.675,0.675,match,,Aster novi-belgii L.,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Symphyotrichum|Symphyotrichum novi-belgii,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|3065|3151391|3151558,5406382,0.988
210,0920_204,0920   204,,,,,Aster tripolium,,Aster tripolium,,,vascular,spp,spp,forb,4.286911917,14.80462176,1109.122313,7,5,9,8,7,6,5,NA,Aste,Aste,Aster tripolium,NA,NA,NA,match,,Aster tripolium L.,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Tripolium|Tripolium pannonicum,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|3065|3098611|3098616,6063362,0.988
212,0920_207,0920   207,0920_207,902 207,Vas_207,,Astragalus danicus,Astragalus danicus,Astragalus danicus,,,vascular,spp,spp,,3.264156379,14.82806584,744.6139815,7,6,8,3,8,2,0,NA,Faba,Faba,Astragalus danicus,NA,NA,NA,match,,Astragalus danicus Retz.,Plantae|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Astragalus|Astragalus danicus,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1370|5386|2933951|5342838,5342838,0.988
215,0910_211,0910   211,0910_211,902 211,Vas_211,,Athyrium filix-femina,Athyrium filix-femina,Athyrium filix-femina,athy filix,,vascular,spp,spp,,3.492454599,14.38552431,1132.228996,5,6,5,7,5,6,0,NA,Poly,Wood,Athyrium filix-femina,3,0,1,match,,Athyrium filix-femina (L.) Roth Roth (L.),Plantae|Tracheophyta|Polypodiopsida|Polypodiales|Athyriaceae|Athyrium|Athyrium filix-femina,kingdom|phylum|class|order|family|genus|species,6|7707728|7228684|392|4922264|2650888|5275044,5275044,0.988
220,0920_218,0920   218,,,,,Atriplex patula,,Atriplex patula,,,vascular,spp,spp,forb,3.703345161,14.78625484,1012.764022,6,4,7,5,7,7,2,NA,Cary,Amar,Atriplex patula,1,3,0,match,,Atriplex patula L.,Plantae|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Atriplex|Atriplex patula,kingdom|phylum|class|order|family|genus|species,6|7707728|220|422|3064|3083650|3083728,3083728,0.988
650,0920_950,0920   950,,,,,Halimione portulacoides,,Atriplex portulacoides,,,vascular,spp,spp,,4.599872774,15.7235369,869.3600573,9,1,9,8,8,6,6,NA,Cary,Amar,Atriplex portulacoides,NA,NA,NA,resolved,used NBN preferred,Atriplex portulacoides L.,Plantae|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Atriplex|Atriplex portulacoides,kingdom|phylum|class|order|family|genus|species,6|7707728|220|422|3064|3083650|3083765,3083765,0.988
217,0920_214,0920   214,0920_214,902 214,Vas_214,,Atriplex prostrata,Atriplex prostrata,Atriplex prostrata,atrip prost,,vascular,spp,spp,,3.904307409,15.14998619,954.8253555,6,4,8,7,7,7,2,NA,Cary,Amar,Atriplex prostrata,1,3,0,match,,Atriplex prostrata Boucher ex DC.,Plantae|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Atriplex|Atriplex prostrata,kingdom|phylum|class|order|family|genus|species,6|7707728|220|422|3064|3083650|3083786,3083786,0.988
230,0920_231,0920   231,0920_231,902 231,Vas_231,,Bellis perennis,Bellis perennis,Bellis perennis,bell peren,,vascular,spp,spp,,3.548603039,14.45014396,1105.306288,7,3,8,5,6,4,0,NA,Aste,Aste,Bellis perennis,0.675,2.65,0.675,match,,Bellis perennis L.,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Bellis|Bellis perennis,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|3065|3117399|3117424,3117424,0.988
232,0920_234,0920   234,,,,,Berula erecta,,Berula erecta,,,vascular,spp,spp,forb,3.841838663,15.50853198,843.0930905,7,3,7,10,7,7,0,NA,Apia,Apia,Berula erecta,2,2,0,match,,Berula erecta (Huds.) Coville Coville (Huds.),Plantae|Tracheophyta|Magnoliopsida|Apiales|Apiaceae|Berula|Berula erecta,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1351|6720|3034696|3034699,3034699,0.988
237,0920_239,0920   239,0920_239,902 239,Vas_239,,Betula pendula (c),Betula pendula,Betula pendula,betu pendu (c),(c),vascular,spp,spp,,3.278802686,14.61938829,1073.009407,5,4,7,5,4,4,0,NA,Faga,Betu,Betula pendula,3,0,1,match,,Betula pendula Roth,Plantae|Tracheophyta|Magnoliopsida|Fagales|Betulaceae|Betula|Betula pendula,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1354|4688|2875008|5331916,5331916,0.988
2607,0920_239,0920   239,0920_239,902 239,Vas_239,,Betula pendula (g),Betula pendula,Betula pendula,betu pendu (g),(g),vascular,spp,spp,,3.278802686,14.61938829,1073.009407,5,4,7,5,4,4,0,NA,Faga,Betu,Betula pendula,3,0,1,match,,Betula pendula Roth,Plantae|Tracheophyta|Magnoliopsida|Fagales|Betulaceae|Betula|Betula pendula,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1354|4688|2875008|5331916,5331916,0.988
2606,0920_239,0920   239,0920_239,902 239,Vas_239,,Betula pendula (s),Betula pendula,Betula pendula,,(s),vascular,spp,spp,,3.278802686,14.61938829,1073.009407,5,4,7,5,4,4,0,NA,Faga,Betu,Betula pendula,3,0,1,match,,Betula pendula Roth,Plantae|Tracheophyta|Magnoliopsida|Fagales|Betulaceae|Betula|Betula pendula,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1354|4688|2875008|5331916,5331916,0.988
236,0920_240,0920   240,0920_240,902 240,Vas_240,,Betula pubescens (c),Betula pubescens,Betula pubescens,betu pubes (c),(c),vascular,spp,spp,,3.393389991,14.43134718,1123.346667,5,4,7,7,4,4,0,NA,Faga,Betu,Betula pubescens,3,0,1,match,,Betula pubescens Ehrh.,Plantae|Tracheophyta|Magnoliopsida|Fagales|Betulaceae|Betula|Betula pubescens,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1354|4688|2875008|9118014,9118014,0.988
2605,0920_240,0920   240,0920_240,902 240,Vas_240,,Betula pubescens (g),Betula pubescens,Betula pubescens,betu pubes (g),(g),vascular,spp,spp,,3.393389991,14.43134718,1123.346667,5,4,7,7,4,4,0,NA,Faga,Betu,Betula pubescens,3,0,1,match,,Betula pubescens Ehrh.,Plantae|Tracheophyta|Magnoliopsida|Fagales|Betulaceae|Betula|Betula pubescens,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1354|4688|2875008|9118014,9118014,0.988
2604,0920_240,0920   240,0920_240,902 240,Vas_240,,Betula pubescens (s),Betula pubescens,Betula pubescens,,(s),vascular,spp,spp,,3.393389991,14.43134718,1123.346667,5,4,7,7,4,4,0,NA,Faga,Betu,Betula pubescens,3,0,1,match,,Betula pubescens Ehrh.,Plantae|Tracheophyta|Magnoliopsida|Fagales|Betulaceae|Betula|Betula pubescens,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1354|4688|2875008|9118014,9118014,0.988
241,0920_243,0920   243,0920_243,902 243,Vas_243,,Blackstonia perfoliata,Blackstonia perfoliata,Blackstonia perfoliata,,,vascular,spp,spp,,4.029592668,15.76730143,812.0712602,9,2,8,5,8,2,0,NA,Gent,Gent,Blackstonia perfoliata,0,2,2,match,,Blackstonia perfoliata (L.) Huds. Huds. (L.),Plantae|Tracheophyta|Magnoliopsida|Gentianales|Gentianaceae|Blackstonia|Blackstonia perfoliata,kingdom|phylum|class|order|family|genus|species,6|7707728|220|412|2503|6366885|6366886,6366886,0.988
242,0910_244,0910   244,0910_244,902 244,Vas_244,,Blechnum spicant,Blechnum spicant,Blechnum spicant,blec spica,,vascular,spp,spp,,3.452551055,14.13938065,1197.699627,7,3,5,6,3,3,0,NA,Poly,Blec,Blechnum spicant,0.675,0.675,2.65,match,,Blechnum spicant L.,Plantae|Tracheophyta|Polypodiopsida|Polypodiales|Blechnaceae|Blechnum|Blechnum spicant,kingdom|phylum|class|order|family|genus|species,6|7707728|7228684|392|2374|2651523|9271606,9271606,0.988
243,0920_245,0920   245,,,,,Blysmus compressus,,Blysmus compressus,,,vascular,spp,spp,sedge,3.17609375,15.21794271,839.8562305,7,3,8,8,8,3,0,NA,Poal,Cype,Blysmus compressus,NA,NA,NA,match,,Blysmus compressus Panz.,Plantae|Tracheophyta|Liliopsida|Poales|Cyperaceae|Blysmus|Blysmus compressus,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|7708|2710632|8074671,8074671,0.988
1213,0920_1860,0920  1860,,,,,Scirpus maritimus,,Bolboschoenus maritimus,,,vascular,spp,spp,grass,4.298915907,15.0693617,1020.44633,8,4,8,10,8,7,4,NA,Poal,Cype,Bolboschoenus maritimus,NA,NA,NA,match,,Bolboschoenus maritimus (L.) Palla Palla (L.),Plantae|Tracheophyta|Liliopsida|Poales|Cyperaceae|Bolboschoenus|Bolboschoenus maritimus,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|7708|2718273|2718307,2718307,0.988
245,0910_248,0910   248,0910_248,902 248,Vas_248,,Botrychium lunaria,Botrychium lunaria,Botrychium lunaria,,,vascular,spp,spp,,2.973103448,13.77186047,1258.961391,5,6,8,4,6,2,0,NA,Ophi,Ophi,Botrychium lunaria,NA,NA,NA,match,,Botrychium lunaria (L.) Sw. Sw. (L.),Plantae|Tracheophyta|Polypodiopsida|Ophioglossales|Ophioglossaceae|Botrychium|Botrychium lunaria,kingdom|phylum|class|order|family|genus|species,6|7707728|7228684|393|6627|2650152|2650165,2650165,0.988
246,0920_249,0920   249,0920_249,902 249,Vas_249,,Brachypodium pinnatum,Brachypodium pinnatum s.l.,Brachypodium pinnatum,,,vascular,spp,spp,,3.605714286,15.88174603,744.5940119,7,4,7,3,8,3,0,NA,Poal,Poac,Brachypodium pinnatum,2,0,2,match,,Brachypodium pinnatum (L.) P.Beauv. P.Beauv. (L.),Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Brachypodium|Brachypodium pinnatum,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2705713|5290142,5290142,0.988
247,0920_250,0920   250,0920_250,902 250,Vas_250,,Brachypodium sylvaticum,Brachypodium sylvaticum,Brachypodium sylvaticum,brachyp sylva,,vascular,spp,spp,,3.679763448,14.74468244,1062.122382,7,3,6,5,6,5,0,NA,Poal,Poac,Brachypodium sylvaticum,1.7,0.6,1.7,match,,Brachypodium sylvaticum P.Beauv.,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Brachypodium|Brachypodium sylvaticum,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2705713|5290146,5290146,0.988
251,0920_256,0920   256,0920_256,902 256,Vas_256,,Briza media,Briza media,Briza media,briz media,,vascular,spp,spp,,3.490607055,14.88155045,970.516292,7,3,8,5,7,3,0,NA,Poal,Poac,Briza media,0.675,0.675,2.65,match,,Briza media L.,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Briza|Briza media,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2702788|2702789,2702789,0.988
256,0920_263,0920   263,0920_263,902 263,Vas_263,,Bromus erectus,Bromopsis erecta,Bromopsis erecta,brom erect,,vascular,spp,spp,,3.735803783,15.8841253,763.9682979,7,3,7,4,8,3,0,NA,Poal,Poac,Bromopsis erecta,1.7,0.6,1.7,match,,Bromopsis erecta (Huds.) Fourr. Fourr. (Huds.),Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Bromus|Bromus erectus,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2703642|7647071,2703669,0.988
260,0920_272,0920   272,0920_272,902 272,Vas_272,,Bromus ramosus,Bromopsis ramosa,Bromopsis ramosa,brom ramos,,vascular,spp,spp,,3.526999144,14.94071062,995.2218172,7,3,4,6,7,7,0,NA,Poal,Poac,Bromopsis ramosa,1.333333333,1.333333333,1.333333333,match,,Bromopsis ramosa (Huds.) Holub Holub (Huds.),Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Bromus|Bromus ramosus,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2703642|2703766,2703768,0.988
254,0920_262,0920   262,0920_262,902 262,Vas_262,,Bromus commutatus,Bromus commutatus,Bromus commutatus,,,vascular,spp,spp,,3.884039548,16.06542373,772.3541419,7,3,7,4,8,6,0,NA,Poal,Poac,Bromus commutatus,NA,NA,NA,match,,Bromus commutatus Schrad.,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Bromus|Bromus commutatus,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2703642|2703778,2703778,0.988
3080,0920_269,0920   269,,,,,Bromus hordeaceus ferronii,,Bromus hordeaceus,,,vascular,subsp,spp,,3.691851393,14.72013932,1051.1895,8,3,8,4,7,4,0,NA,Poal,Poac,Bromus hordeaceus,1,3,0,resolved,matched to spp not subsp,Bromus hordeaceus L.,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Bromus|Bromus hordeaceus,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2703642|2703777,2703777,0.988
258,0920_269,0920   269,0920_270,902 270,Vas_270,,Bromus hordeaceus hordeaceus,Bromus hordeaceus subsp. hordeaceus,Bromus hordeaceus,brom horde,,vascular,subsp,spp,,3.691851393,14.72013932,1051.1895,8,3,8,4,7,4,0,NA,Poal,Poac,Bromus hordeaceus,1,3,0,resolved,"0920_270 not found in PLANTATT, used spp instead",Bromus hordeaceus L.,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Bromus|Bromus hordeaceus,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2703642|2703777,2703777,0.988
259,0920_271,0920   271,0920_271,902 271,Vas_271,,Bromus racemosus,Bromus racemosus,Bromus racemosus,,,vascular,spp,spp,,3.992040472,15.84652614,852.2520531,7,3,6,6,7,8,0,NA,Poal,Poac,Bromus racemosus,NA,NA,NA,match,,Bromus racemosus L.,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Bromus|Bromus racemosus,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2703642|2703764,2703764,0.988
264,0920_276,0920   276,0920_276,902 276,Vas_276,,Bryonia cretica dioica,Bryonia dioica,Bryonia dioica,bryoni creti,,vascular,spp,spp,,3.611717974,16.00788481,726.2852979,9,2,7,5,7,7,0,NA,Cucu,Cucu,Bryonia dioica,2.65,0.675,0.675,match,,Bryonia dioica Jacq.,Plantae|Tracheophyta|Magnoliopsida|Cucurbitales|Cucurbitaceae|Bryonia|Bryonia dioica,kingdom|phylum|class|order|family|genus|species,6|7707728|220|7224005|6634|2874495|6422396,6422396,0.988
269,0920_292,0920   292,,,,,Calamagrostis canescens,,Calamagrostis canescens,,,vascular,spp,spp,grass,3.365494881,15.69921502,723.1326706,5,4,7,9,7,5,0,NA,Poal,Poac,Calamagrostis canescens,3,0,1,match,,Calamagrostis canescens Druce,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Calamagrostis|Calamagrostis canescens,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2704858|8080892,8080892,0.988
270,0920_293,0920   293,0920_293,902 293,Vas_293,,Calamagrostis epigejos,Calamagrostis epigejos,Calamagrostis epigejos,,,vascular,spp,spp,,3.683340381,15.71197674,811.6426427,5,5,7,7,7,6,0,NA,Poal,Poac,Calamagrostis epigejos,3,0,1,match,,Calamagrostis epigejos (L.) Roth Roth (L.),Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Calamagrostis|Calamagrostis epigejos,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2704858|6431455,6431455,0.988
274,0920_303.1,0920   303.1,0920_303.1,902 303.1,Vas_303.1,,Callitriche hamulata,Callitriche hamulata,Callitriche hamulata,callit hamul,,vascular,spp,spp,,3.260044096,14.23166095,1162.040817,5,2,7,11,6,5,0,NA,Lami,Plan,Callitriche hamulata,0,3,1,match,,Callitriche hamulata Koch,Plantae|Tracheophyta|Magnoliopsida|Lamiales|Plantaginaceae|Callitriche|Callitriche brutia|Callitriche brutia hamulata,kingdom|phylum|class|order|family|genus|species|subspecies,6|7707728|220|408|2420|3039547|8402883|8253944,8347953,0.988
278,0920_309,0920   309,0920_309,902 309,Vas_309,,Calluna vulgaris,Calluna vulgaris,Calluna vulgaris,call vulga,,vascular,spp,spp,,3.50461168,14.26943408,1156.513219,5,3,7,6,2,2,0,NA,Eric,Eric,Calluna vulgaris,1,0,3,match,,Calluna vulgaris (L.) Hull Hull (L.),Plantae|Tracheophyta|Magnoliopsida|Ericales|Ericaceae|Calluna|Calluna vulgaris,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1353|2505|2882481|2882482,2882482,0.988
279,0920_310,0920   310,0920_310,902 310,Vas_310,,Caltha palustris,Caltha palustris,Caltha palustris,,,vascular,spp,spp,,3.433555815,14.3823958,1110.906118,3,6,7,9,6,4,0,NA,Ranu,Ranu,Caltha palustris,1.333333333,1.333333333,1.333333333,match,,Caltha palustris L.,Plantae|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Caltha|Caltha palustris,kingdom|phylum|class|order|family|genus|species,6|7707728|220|399|2410|3033282|5371685,5371685,0.988
281,0920_311,0920   311,0920_311,902 311,Vas_311,,Calystegia sepium,Calystegia sepium,Calystegia sepium,,,vascular,spp,spp,,3.754447351,14.87297907,1021.310903,7,6,7,8,7,7,1,NA,Sola,Conv,Calystegia sepium,3,1,0,match,,Calystegia sepium R.Br.,Plantae|Tracheophyta|Magnoliopsida|Solanales|Convolvulaceae|Calystegia|Calystegia sepium,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1176|2389|2928418|2928441,2928441,0.988
2667,0920_320,0920   320,0920_320,902 320,Vas_320,,Campanula rapunculoides,Campanula rapunculoides,Campanula rapunculoides,,,vascular,spp,spp,,3.402712146,15.48500832,762.8680782,7,3,6,4,7,5,0,NA,Aste,Camp,Campanula rapunculoides,1.7,1.7,0.6,match,,Campanula rapunculoides L.,Plantae|Tracheophyta|Magnoliopsida|Asterales|Campanulaceae|Campanula|Campanula rapunculoides,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|8801|3161935|5410436,5410436,0.988
288,0920_322,0920   322,0920_322,902 322,Vas_322,,Campanula rotundifolia,Campanula rotundifolia,Campanula rotundifolia,campa rotun,,vascular,spp,spp,,3.174710485,14.4133216,1103.785214,5,6,7,4,5,2,0,NA,Aste,Camp,Campanula rotundifolia,0.675,0.675,2.65,match,,Campanula rotundifolia L.,Plantae|Tracheophyta|Magnoliopsida|Asterales|Campanulaceae|Campanula|Campanula rotundifolia,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|8801|3161935|5410907,5410907,0.988
292,0920_328,0920   328,0920_328,902 328,Vas_328,,Cardamine flexuosa,Cardamine flexuosa,Cardamine flexuosa,card flexu,,vascular,spp,spp,,3.499396226,14.48824093,1110.296386,7,3,5,7,6,6,0,NA,Bras,Bras,Cardamine flexuosa,0,3,1,match,,Cardamine flexuosa Withering,Plantae|Tracheophyta|Magnoliopsida|Brassicales|Brassicaceae|Cardamine|Cardamine flexuosa,kingdom|phylum|class|order|family|genus|species,6|7707728|220|7225535|3112|3045622|3046076,3046076,0.988
293,0920_329,0920   329,0920_329,902 329,Vas_329,,Cardamine hirsuta,Cardamine hirsuta,Cardamine hirsuta,card hirsu,,vascular,spp,spp,,3.55326987,14.61204291,1070.494878,8,4,8,5,6,6,0,NA,Bras,Bras,Cardamine hirsuta,0,2,2,match,,Cardamine hirsuta L.,Plantae|Tracheophyta|Magnoliopsida|Brassicales|Brassicaceae|Cardamine|Cardamine hirsuta,kingdom|phylum|class|order|family|genus|species,6|7707728|220|7225535|3112|3045622|3046258,3046258,0.988
295,0920_331,0920   331,0920_331,902 331,Vas_331,,Cardamine pratensis,Cardamine pratensis,Cardamine pratensis,card prate,,vascular,spp,spp,,3.52210324,14.44449753,1104.254448,3,6,7,8,5,4,0,NA,Bras,Bras,Cardamine pratensis,0.675,2.65,0.675,match,,Cardamine pratensis L.,Plantae|Tracheophyta|Magnoliopsida|Brassicales|Brassicaceae|Cardamine|Cardamine pratensis,kingdom|phylum|class|order|family|genus|species,6|7707728|220|7225535|3112|3045622|7972010,7972010,0.988
298,0920_335,0920   335,0920_5687.1,902 5687.1,Vas_5687.1,,Carduus acanthoides,Carduus crispus subsp. multiflorus,Carduus crispus,,,vascular,spp,spp,,3.504691196,15.43703679,832.4556258,7,4,7,4,8,7,0,NA,Aste,Aste,Carduus crispus,2,2,0,resolved,"0920_5687.1 not found in PLANTATT, used NBN preferred name",Carduus crispus L.,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Carduus|Carduus crispus,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|3065|3114511|3114649,3114649,0.988
299,0920_337,0920   337,0920_337,902 337,Vas_337,,Carduus nutans,Carduus nutans,Carduus nutans,,,vascular,spp,spp,,3.71916129,15.71083871,797.2111452,7,4,7,4,8,5,0,NA,Aste,Aste,Carduus nutans,1,3,0,match,,Carduus nutans L.,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Carduus|Carduus nutans,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|3065|3114511|8185959,8185959,0.988
301,0920_340,0920   340,,,,,Carex acuta,,Carex acuta,,,vascular,spp,spp,rush,3.502531486,15.48933249,830.03292510000006,5,4,7,9,7,5,0,NA,Poal,Cype,Carex acuta,3,0,1,match,,Carex acuta L.,Plantae|Tracheophyta|Liliopsida|Poales|Cyperaceae|Carex|Carex acuta,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|7708|2721893|2722833,2722833,0.988
302,0920_341,0920   341,0920_341,902 341,Vas_341,,Carex acutiformis,Carex acutiformis,Carex acutiformis,,,vascular,spp,spp,,3.515745433,15.26139069,888.831678,7,4,7,9,7,6,0,NA,Poal,Cype,Carex acutiformis,3,0,1,match,,Carex acutiformis Ehrh.,Plantae|Tracheophyta|Liliopsida|Poales|Cyperaceae|Carex|Carex acutiformis,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|7708|2721893|2723099,2723099,0.988
304,0920_344,0920   344,,,,,Carex arenaria,,Carex arenaria,,,vascular,spp,spp,rush,4.326509009,14.65237613,1063.000895,7,3,8,3,5,2,1,NA,Poal,Cype,Carex arenaria,1.7,0.6,1.7,match,,Carex arenaria L.,Plantae|Tracheophyta|Liliopsida|Poales|Cyperaceae|Carex|Carex arenaria,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|7708|2721893|2721897,2721897,0.988
307,0920_349,0920   349,0920_349,902 349,Vas_349,,Carex bigelowii,Carex bigelowii,Carex bigelowii,,,vascular,spp,spp,,1.777792793,12.10738739,1800.123108,1,6,7,5,2,2,0,NA,Poal,Cype,Carex bigelowii,NA,NA,NA,match,,Carex bigelowii Torr.,Plantae|Tracheophyta|Liliopsida|Poales|Cyperaceae|Carex|Carex bigelowii,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|7708|2721893|2722383,8648072,0.988
308,0920_350,0920   350,0920_350,902 350,Vas_350,,Carex binervis,Carex binervis,Carex binervis,care biner,,vascular,spp,spp,,3.336725146,13.95759064,1242.527813,7,1,7,6,3,2,0,NA,Poal,Cype,Carex binervis,0,0,4,match,,Carex binervis Sm.,Plantae|Tracheophyta|Liliopsida|Poales|Cyperaceae|Carex|Carex binervis,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|7708|2721893|2723521,2723521,0.988
